precision,recall,cpu_time,total_completion_time
0.6053092307692307,0.6053092307692307,130.74192128181457,164.70670437812805
0.6051630769230769,0.6051630769230769,155.22386870384216,202.73902440071106
0.6053107692307693,0.6053107692307693,153.25022687911988,199.13054084777832
0.6054538461538461,0.6054538461538461,153.23804030418395,198.23974680900574
0.6052507692307693,0.6052507692307693,136.6522951602936,179.75515866279602
0.6051523076923078,0.6051523076923078,152.1027862548828,201.1439790725708
0.6052061538461538,0.6052061538461538,152.62446994781493,203.73157787322998
0.6051676923076923,0.6051676923076923,153.75286889076233,197.3855016231537
0.6051430769230769,0.6051430769230769,135.81961641311645,177.4886474609375
0.6052153846153846,0.6052153846153846,153.82822642326354,198.9396572113037
